,date,coronavirus,short breath,covid-19,state,positive,positiveIncrease,negative,negativeIncrease
564,2020-04-26,23,0,45,NM,2660.0,139,51075.0,2086
565,2020-05-03,22,32,47,NM,3732.0,219,71212.0,3607
566,2020-05-10,20,32,41,NM,4778.0,105,92275.0,3686
567,2020-05-17,15,66,38,NM,5857.0,195,122727.0,3931
568,2020-05-24,13,0,33,NM,6795.0,170,162324.0,10566
569,2020-05-31,10,31,27,NM,7624.0,131,186823.0,6055
570,2020-06-07,10,0,37,NM,8800.0,128,220347.0,4379
571,2020-06-14,10,0,32,NM,9621.0,95,249373.0,3615
572,2020-06-21,12,100,41,NM,10565.0,305,282866.0,8524
573,2020-06-28,14,0,48,NM,11619.0,211,311340.0,2110
574,2020-07-05,14,33,45,NM,13063.0,287,359225.0,8627
575,2020-07-12,13,34,42,NM,14773.0,224,395981.0,6949
576,2020-07-19,10,0,31,NM,16736.0,280,443928.0,8086
577,2020-07-26,8,34,35,NM,18788.0,313,493637.0,6935
578,2020-08-02,7,34,86,NM,20796.0,196,545090.0,7678
579,2020-08-09,6,67,32,NM,22115.0,150,598013.0,7124
580,2020-08-16,5,0,21,NM,23302.0,142,641989.0,6107
581,2020-08-23,4,0,22,NM,24302.0,207,680860.0,0
582,2020-08-30,5,32,23,NM,25178.0,136,727344.0,5109
583,2020-09-06,4,33,19,NM,26048.0,146,761763.0,5621
584,2020-09-13,4,32,14,NM,26661.0,98,790609.0,5122
585,2020-09-20,4,0,20,NM,27512.0,162,829944.0,6331
586,2020-09-27,5,0,17,NM,28692.0,205,871245.0,6243
587,2020-10-04,6,0,21,NM,30296.0,296,911216.0,5815
588,2020-10-11,7,0,23,NM,32722.0,481,956930.0,9118
589,2020-10-18,7,0,26,NM,36343.0,573,1010384.0,10303
590,2020-10-25,7,0,27,NM,41040.0,872,1068055.0,8739
591,2020-11-01,5,31,19,NM,46490.0,581,1126230.0,10252
592,2020-11-08,7,0,33,NM,53671.0,1277,1197053.0,10872
593,2020-03-08,78,0,42,WY,0.0,0,,0
594,2020-03-15,100,0,86,WY,3.0,1,,0
595,2020-03-22,87,0,100,WY,24.0,1,438.0,0
596,2020-03-29,74,0,80,WY,86.0,4,1554.0,79
597,2020-04-05,64,0,66,WY,197.0,10,3040.0,95
598,2020-04-12,48,0,53,WY,364.0,21,5198.0,0
599,2020-04-19,38,85,39,WY,426.0,4,6972.0,755
600,2020-04-26,23,0,33,WY,502.0,11,7797.0,0
601,2020-05-03,20,0,33,WY,586.0,7,9640.0,177
602,2020-05-10,17,0,31,WY,662.0,9,11403.0,0
603,2020-05-17,13,0,26,WY,754.0,13,16331.0,653
604,2020-05-24,11,0,28,WY,838.0,25,19221.0,0
605,2020-05-31,9,0,20,WY,903.0,5,23490.0,305
606,2020-06-07,9,94,27,WY,947.0,8,27804.0,235
607,2020-06-14,9,0,26,WY,1060.0,10,32005.0,0
608,2020-06-21,11,0,33,WY,1197.0,18,26162.0,0
609,2020-06-28,12,0,31,WY,1417.0,25,30406.0,0
610,2020-07-05,12,0,29,WY,1634.0,28,33693.0,0
611,2020-07-12,12,0,25,WY,1862.0,23,38077.0,0
612,2020-07-19,10,0,28,WY,2126.0,18,41927.0,0
613,2020-07-26,8,96,26,WY,2475.0,29,45823.0,0
614,2020-08-02,8,0,59,WY,2808.0,39,50573.0,0
615,2020-08-09,6,96,20,WY,3050.0,37,53625.0,0
616,2020-08-16,5,0,16,WY,3286.0,59,56809.0,0
617,2020-08-23,5,0,14,WY,3579.0,36,61313.0,0
618,2020-08-30,5,0,17,WY,3820.0,36,71473.0,0
619,2020-09-06,5,0,14,WY,4032.0,26,74312.0,0
620,2020-09-13,4,0,20,WY,4346.0,49,82091.0,0
621,2020-09-20,5,0,18,WY,4871.0,91,87560.0,0
622,2020-09-27,5,100,17,WY,5633.0,168,92406.0,0
623,2020-10-04,6,0,17,WY,6504.0,139,97064.0,0
624,2020-10-11,5,0,12,WY,7611.0,156,103176.0,0
625,2020-10-18,5,0,20,WY,9025.0,209,108754.0,0
626,2020-10-25,6,0,25,WY,11041.0,236,113686.0,0
627,2020-11-01,4,90,12,WY,13723.0,425,117262.0,0
628,2020-11-08,7,0,24,WY,17310.0,713,123769.0,0
629,2020-03-08,69,0,40,ID,0.0,0,27.0,0
630,2020-03-15,100,0,98,ID,5.0,3,174.0,0
631,2020-03-22,84,100,100,ID,42.0,11,1175.0,295
632,2020-03-29,65,47,92,ID,261.0,31,4021.0,679
633,2020-04-05,61,65,71,ID,1077.0,64,9184.0,1327
634,2020-04-12,46,0,48,ID,1407.0,11,12901.0,533
635,2020-04-19,34,48,41,ID,1668.0,13,15773.0,481
636,2020-04-26,22,0,34,ID,1887.0,17,17611.0,0
637,2020-05-03,18,0,35,ID,2061.0,26,27746.0,291
638,2020-05-10,16,50,36,ID,2230.0,25,29912.0,311
639,2020-05-17,13,50,27,ID,2419.0,30,34253.0,954
640,2020-05-24,12,0,25,ID,2626.0,31,38780.0,766
641,2020-05-31,9,0,28,ID,2839.0,36,43858.0,1237
642,2020-06-07,9,0,28,ID,3139.0,28,52902.0,774
643,2020-06-14,10,53,32,ID,3399.0,46,59581.0,276
644,2020-06-21,15,0,39,ID,4006.0,135,68962.0,1637
645,2020-06-28,16,0,35,ID,5319.0,171,81026.0,2118
646,2020-07-05,16,0,40,ID,7370.0,376,96896.0,2823
647,2020-07-12,16,0,41,ID,10505.0,577,114756.0,2335
648,2020-07-19,12,0,43,ID,14302.0,550,131884.0,3131
649,2020-07-26,11,0,39,ID,17827.0,563,148397.0,2221
650,2020-08-02,10,56,70,ID,21114.0,393,163185.0,2033
651,2020-08-09,8,57,29,ID,24495.0,573,180336.0,1287
652,2020-08-16,7,55,25,ID,27477.0,304,195745.0,1906
653,2020-08-23,6,0,18,ID,29662.0,293,207618.0,1134
654,2020-08-30,6,0,24,ID,31677.0,293,222648.0,2982
655,2020-09-06,6,0,18,ID,33477.0,281,233695.0,1246
656,2020-09-13,5,0,17,ID,35167.0,217,241956.0,1296
657,2020-09-20,5,0,19,ID,37247.0,288,252681.0,1445
658,2020-09-27,6,58,23,ID,40296.0,539,264485.0,2065
659,2020-10-04,6,87,21,ID,43702.0,464,276876.0,1571
660,2020-10-11,6,0,19,ID,47701.0,613,291069.0,2367
661,2020-10-18,6,63,17,ID,52582.0,878,303558.0,1126
662,2020-10-25,7,62,21,ID,58694.0,1021,316833.0,1688
663,2020-11-01,4,0,17,ID,64608.0,798,329583.0,1503
664,2020-11-08,5,80,23,ID,72312.0,1403,343409.0,1431
665,2020-03-08,70,41,37,NV,4.0,0,14.0,0
666,2020-03-15,100,67,96,NV,45.0,11,168.0,0
667,2020-03-22,71,41,93,NV,154.0,30,2448.0,64
668,2020-03-29,64,100,98,NV,738.0,117,8412.0,511
669,2020-04-05,64,40,83,NV,1836.0,94,14995.0,574
670,2020-04-12,49,0,72,NV,2836.0,136,21775.0,888
671,2020-04-19,39,39,57,NV,3728.0,102,27870.0,745
672,2020-04-26,23,78,57,NV,4602.0,63,33584.0,915
673,2020-05-03,20,39,46,NV,5423.0,112,39843.0,767
674,2020-05-10,18,79,52,NV,6098.0,70,52711.0,2628
675,2020-05-17,14,40,42,NV,6857.0,148,73780.0,6778
676,2020-05-24,12,82,38,NV,7770.0,74,102511.0,3160
677,2020-05-31,9,78,33,NV,8593.0,98,133967.0,3930
678,2020-06-07,9,39,36,NV,9649.0,189,166048.0,3737
679,2020-06-14,10,0,44,NV,11173.0,227,199438.0,5504
680,2020-06-21,13,42,50,NV,13205.0,274,228486.0,2454
681,2020-06-28,14,42,58,NV,17160.0,821,250420.0,3733
682,2020-07-05,15,43,51,NV,22418.0,843,285279.0,5625
683,2020-07-12,13,0,60,NV,27683.0,845,319873.0,5478
684,2020-07-19,11,43,53,NV,35765.0,1288,354023.0,5963
685,2020-07-26,9,0,45,NV,42834.0,1018,396088.0,7383
686,2020-08-02,7,43,100,NV,50205.0,1131,431914.0,6768
687,2020-08-09,7,85,34,NV,56230.0,811,461374.0,3774
688,2020-08-16,6,42,30,NV,61305.0,697,486158.0,3916
689,2020-08-23,5,39,24,NV,65601.0,532,508628.0,3571
690,2020-08-30,5,39,28,NV,68908.0,447,526777.0,2717
691,2020-09-06,4,0,24,NV,71610.0,508,547872.0,5970
692,2020-09-13,4,58,22,NV,73537.0,317,568538.0,3856
693,2020-09-20,4,40,27,NV,75804.0,385,589380.0,4113
694,2020-09-27,4,64,23,NV,78728.0,373,610228.0,2905
695,2020-10-04,4,0,19,NV,82100.0,392,631289.0,2787
696,2020-10-11,4,48,22,NV,85779.0,380,652525.0,2981
697,2020-10-18,4,48,17,NV,90261.0,609,669247.0,3665
698,2020-10-25,5,0,22,NV,95703.0,891,692166.0,3271
699,2020-11-01,3,0,18,NV,101479.0,716,711711.0,3987
700,2020-11-08,5,63,32,NV,110022.0,1276,736226.0,2968
701,2020-03-08,72,78,43,IL,6.0,0,191.0,0
702,2020-03-15,100,76,100,IL,64.0,18,449.0,133
703,2020-03-22,72,100,97,IL,1049.0,296,7271.0,1783
704,2020-03-29,61,93,98,IL,4596.0,1105,23166.0,1166
705,2020-04-05,60,45,80,IL,11256.0,899,47727.0,4503
706,2020-04-12,47,47,63,IL,20852.0,1672,79883.0,6914
707,2020-04-19,40,51,55,IL,30357.0,1197,112961.0,4717
708,2020-04-26,23,26,46,IL,43903.0,2126,171049.0,11209
709,2020-05-03,20,22,44,IL,61499.0,2994,257814.0,16423
710,2020-05-10,19,14,42,IL,77741.0,1656,352243.0,11997
711,2020-05-17,15,32,37,IL,94191.0,1734,487753.0,18561
712,2020-05-24,13,57,34,IL,110304.0,2508,637617.0,23166
713,2020-05-31,9,23,27,IL,120260.0,1343,777999.0,19811
714,2020-06-07,10,56,34,IL,127757.0,867,915017.0,19833
715,2020-06-14,10,34,39,IL,133404.0,672,1058442.0,21368
716,2020-06-21,11,51,39,IL,137762.0,658,1224022.0,23158
717,2020-06-28,13,45,38,IL,142776.0,646,1403255.0,23143
718,2020-07-05,13,30,39,IL,148373.0,639,1614455.0,26596
719,2020-07-12,13,40,44,IL,155048.0,954,1829066.0,37940
720,2020-07-19,10,20,43,IL,162750.0,965,2082936.0,31148
721,2020-07-26,9,30,38,IL,172666.0,1541,2340143.0,39303
722,2020-08-02,8,25,99,IL,183224.0,1467,2596379.0,37478
723,2020-08-09,7,23,32,IL,195380.0,1382,2879908.0,39972
724,2020-08-16,6,34,28,IL,207413.0,1562,3160770.0,35527
725,2020-08-23,5,37,24,IL,221595.0,1893,3483858.0,52458
726,2020-08-30,5,42,23,IL,235057.0,1992,3783427.0,41701
727,2020-09-06,5,23,22,IL,251508.0,1403,4168792.0,45093
728,2020-09-13,4,28,21,IL,263466.0,1462,4474495.0,45428
729,2020-09-20,4,38,19,IL,276456.0,1402,4830895.0,46609
730,2020-09-27,5,25,21,IL,290419.0,1604,5191580.0,49218
731,2020-10-04,4,46,20,IL,304280.0,1453,5584877.0,50203
732,2020-10-11,4,39,19,IL,322188.0,2727,5988532.0,61320
733,2020-10-18,6,67,22,IL,347635.0,4245,6431505.0,75051
734,2020-10-25,7,34,24,IL,378969.0,4062,6894696.0,68035
735,2020-11-01,5,33,20,IL,423539.0,6980,7391023.0,71478
736,2020-11-08,7,34,27,IL,487987.0,10009,7916317.0,80748
737,2020-03-08,84,63,41,NY,105.0,29,92.0,0
738,2020-03-15,100,51,73,NY,729.0,205,4543.0,1764
739,2020-03-22,75,80,82,NY,15168.0,4812,46233.0,11152
740,2020-03-29,57,100,80,NY,59513.0,7195,112847.0,9231
741,2020-04-05,57,48,67,NY,122031.0,8327,180249.0,10332
742,2020-04-12,46,54,54,NY,188694.0,8236,272907.0,12385
743,2020-04-19,37,56,49,NY,242786.0,6054,374769.0,14969
744,2020-04-26,21,37,40,NY,288045.0,5902,517305.0,21880
745,2020-05-03,19,35,40,NY,316415.0,3438,669496.0,23402
746,2020-05-10,18,29,39,NY,335395.0,2273,847603.0,26957
747,2020-05-17,14,36,35,NY,350121.0,1889,1063275.0,32790
748,2020-05-24,12,37,31,NY,361515.0,1589,1338311.0,46176
749,2020-05-31,9,28,25,NY,370770.0,1110,1693055.0,57334
750,2020-06-07,9,26,32,NY,378097.0,781,2119745.0,59654
751,2020-06-14,9,23,36,NY,383324.0,694,2551275.0,61665
752,2020-06-21,10,23,37,NY,387936.0,664,3007383.0,66862
753,2020-06-28,11,43,35,NY,392539.0,616,3423946.0,61290
754,2020-07-05,10,38,33,NY,397131.0,533,3836672.0,62882
755,2020-07-12,10,27,35,NY,401706.0,677,4271489.0,61741
756,2020-07-19,8,46,34,NY,406807.0,502,4708663.0,45702
757,2020-07-26,7,41,32,NY,411736.0,536,5158143.0,53032
758,2020-08-02,6,31,100,NY,416298.0,531,5614637.0,58430
759,2020-08-09,5,27,28,NY,420860.0,515,6088784.0,65297
760,2020-08-16,5,20,24,NY,425508.0,607,6642688.0,77085
761,2020-08-23,4,40,21,NY,429737.0,572,7191422.0,73471
762,2020-08-30,4,14,22,NY,434100.0,698,7762692.0,99324
763,2020-09-06,4,34,21,NY,439501.0,729,8356743.0,84901
764,2020-09-13,4,30,20,NY,444365.0,725,8873928.0,71943
765,2020-09-20,4,19,20,NY,449900.0,862,9472546.0,99493
766,2020-09-27,5,17,24,NY,455626.0,866,10052560.0,83904
767,2020-10-04,5,39,18,NY,464582.0,1222,10756038.0,109107
768,2020-10-11,4,24,18,NY,474286.0,1143,11565287.0,117111
769,2020-10-18,4,19,17,NY,484281.0,1390,12415885.0,127373
770,2020-10-25,4,43,18,NY,495464.0,1632,13256659.0,119198
771,2020-11-01,3,10,14,NY,509735.0,2255,14166918.0,146680
772,2020-11-08,5,24,22,NY,529036.0,3428,15135778.0,142214
773,2020-03-01,23,0,8,IN,,0,,0
774,2020-03-08,74,51,44,IN,2.0,1,,0
775,2020-03-15,100,38,97,IN,19.0,4,102.0,28
776,2020-03-22,76,87,100,IN,201.0,75,1293.0,586
777,2020-03-29,62,25,98,IN,1514.0,282,8316.0,1141
778,2020-04-05,57,98,76,IN,4411.0,458,18241.0,2394
779,2020-04-12,45,68,54,IN,7928.0,493,34561.0,2781
780,2020-04-19,36,23,47,IN,11210.0,569,49932.0,3700
781,2020-04-26,23,23,38,IN,15012.0,617,66696.0,1317
782,2020-05-03,18,23,40,IN,19933.0,638,88926.0,4080
783,2020-05-10,16,60,38,IN,24126.0,394,115903.0,3949
784,2020-05-17,13,37,32,IN,27778.0,498,149465.0,5387
785,2020-05-24,11,52,28,IN,31376.0,475,189425.0,5393
786,2020-05-31,9,51,24,IN,34574.0,363,226972.0,4788
787,2020-06-07,8,26,27,IN,37397.0,400,266866.0,6333
788,2020-06-14,8,0,35,IN,39909.0,366,308482.0,7388
789,2020-06-21,9,40,38,IN,42423.0,362,369497.0,9756
790,2020-06-28,10,28,37,IN,44930.0,355,425605.0,7163
791,2020-07-05,11,56,33,IN,48008.0,576,473714.0,8858
792,2020-07-12,11,42,41,IN,51612.0,533,513035.0,5968
793,2020-07-19,10,28,42,IN,56571.0,917,570309.0,11508
794,2020-07-26,8,28,37,IN,62372.0,852,638939.0,10185
795,2020-08-02,7,27,87,IN,67857.0,735,701186.0,9702
796,2020-08-09,6,27,28,IN,74328.0,1041,766797.0,11618
797,2020-08-16,5,52,25,IN,80415.0,739,826436.0,8497
798,2020-08-23,4,37,21,IN,85932.0,615,891870.0,7541
799,2020-08-30,4,25,22,IN,93313.0,879,972043.0,8684
800,2020-09-06,4,39,19,IN,99804.0,843,1039064.0,8947
801,2020-09-13,3,100,17,IN,105804.0,1243,1133180.0,30761
